instance_id,title,weighted_instance_score,implementable_sections,total_section_weight,score_file,source_mapping
Rust_3216-closure-lifetime-binder_PR-98705,Rust - RFC 3216: Closure Lifetime Binder,8.5,2,1.9,scores/Rust_3216-closure-lifetime-binder_PR-98705.md,requirement_pr_pairs/Rust_3216-closure-lifetime-binder_PR-98705.md
Apache-Kafka_KIP-820-Extend-KStream-process-with-new-Processor-API_PR-11993,Apache Kafka - KIP-820: Extend KStream process with new Processor API,9.1,8,7.1,scores/Apache-Kafka_KIP-820-Extend-KStream-process-with-new-Processor-API_PR-11993.md,requirement_pr_pairs/Apache-Kafka_KIP-820-Extend-KStream-process-with-new-Processor-API_PR-11993.md
Apache-Kafka_KIP-975-Docker-Image-for-Apache-Kafka_PR-14552,Apache Kafka - KIP-975: Docker Image for Apache Kafka,9.0,7,5.3,scores/Apache-Kafka_KIP-975-Docker-Image-for-Apache-Kafka_PR-14552.md,requirement_pr_pairs/Apache-Kafka_KIP-975-Docker-Image-for-Apache-Kafka_PR-14552.md
Apache-Flink_FLIP-335-Removing-Flinks-Time-classes_PR-22984,Apache Flink - FLIP-335: Removing Flink's Time classes,9.0,7,6.3,scores/Apache-Flink_FLIP-335-Removing-Flinks-Time-classes_PR-22984.md,requirement_pr_pairs/Apache-Flink_FLIP-335-Removing-Flinks-Time-classes_PR-22984.md
Apache-Flink_FLIP-410--Config-Context-and-Processing-Timer-Service-APIs-for-DataStream-V2-ProcessFunction_PR-24541,"Apache Flink - FLIP-410: Config, Context and Processing Timer Service APIs for DataStream V2 ProcessFunction",8.3,14,13.1,scores/Apache-Flink_FLIP-410--Config-Context-and-Processing-Timer-Service-APIs-for-DataStream-V2-ProcessFunction_PR-24541.md,requirement_pr_pairs/Apache-Flink_FLIP-410--Config-Context-and-Processing-Timer-Service-APIs-for-DataStream-V2-ProcessFunction_PR-24541.md
Apache-Flink_FLIP-470-Support-Adaptive-Broadcast-Join_PR-25578,Apache Flink - FLIP-470: Support Adaptive Broadcast Join,8.4,7,6.0,scores/Apache-Flink_FLIP-470-Support-Adaptive-Broadcast-Join_PR-25578.md,requirement_pr_pairs/Apache-Flink_FLIP-470-Support-Adaptive-Broadcast-Join_PR-25578.md
gRPC_A50-xds-outlier-detection_PR-29343,gRPC - A50: xDS Outlier Detection Support,8.6,12,11.9,scores/gRPC_A50-xds-outlier-detection_PR-29343.md,requirement_pr_pairs/gRPC_A50-xds-outlier-detection_PR-29343.md
gRPC_A41-xds-rbac_PR-28309,gRPC - A41: xDS RBAC Support,8.8,2,2.0,scores/gRPC_A41-xds-rbac_PR-28309.md,requirement_pr_pairs/gRPC_A41-xds-rbac_PR-28309.md
CockroachDB_20211004_incremental_index_backfiller_PR-73878,CockroachDB - 20211004: Incremental Index Backfiller,8.8,3,2.4,scores/CockroachDB_20211004_incremental_index_backfiller_PR-73878.md,requirement_pr_pairs/CockroachDB_20211004_incremental_index_backfiller_PR-73878.md
CockroachDB_20210115_new_schema_changer_PR-71898,"CockroachDB - RFC 20210401: Declarative, State-Based Schema Changer (Dependency Decoupling)",9.0,4,3.5,scores/CockroachDB_20210115_new_schema_changer_PR-71898.md,requirement_pr_pairs/CockroachDB_20210115_new_schema_changer_PR-71898.md
Vitess_Issue-19365_Bug-Report-A-lagging-vstream-may-be-unable-to-process-ROW-e_PR-19204,Vitess - Issue-19365: A lagging vstream may be unable to process ROW events after DDL,9.1,1,1.0,scores/Vitess_Issue-19365_Bug-Report-A-lagging-vstream-may-be-unable-to-process-ROW-e_PR-19204.md,requirement_pr_pairs/Vitess_Issue-19365_Bug-Report-A-lagging-vstream-may-be-unable-to-process-ROW-e_PR-19204.md
ClickHouse_Issue-37012_Streaming-Data-Import-From-S3_PR-49086,ClickHouse - Issue #37012: Streaming Data Import From S3,8.6,1,1.0,scores/ClickHouse_Issue-37012_Streaming-Data-Import-From-S3_PR-49086.md,requirement_pr_pairs/ClickHouse_Issue-37012_Streaming-Data-Import-From-S3_PR-49086.md
Apache-Flink_FLIP-77-Introduce-ConfigOptions-with-Data-Types_PR-9976,Apache Flink - FLIP-77: Introduce ConfigOptions with Data Types,9.2,9,7.5,scores/Apache-Flink_FLIP-77-Introduce-ConfigOptions-with-Data-Types_PR-9976.md,requirement_pr_pairs/Apache-Flink_FLIP-77-Introduce-ConfigOptions-with-Data-Types_PR-9976.md
Godot_Issue-7379_Implement-Drawable-Textures_PR-105701,Godot - Issue#7379: Implement Drawable Textures,8.4,1,1.0,scores/Godot_Issue-7379_Implement-Drawable-Textures_PR-105701.md,requirement_pr_pairs/Godot_Issue-7379_Implement-Drawable-Textures_PR-105701.md
ClickHouse_Issue-75152_Filter-push-down-does-not-remove-unneeded-columns-from-JOIN_PR-76487,ClickHouse - Issue #75152: Filter push-down does not remove unneeded columns from JOIN,8.7,1,0.8,scores/ClickHouse_Issue-75152_Filter-push-down-does-not-remove-unneeded-columns-from-JOIN_PR-76487.md,requirement_pr_pairs/ClickHouse_Issue-75152_Filter-push-down-does-not-remove-unneeded-columns-from-JOIN_PR-76487.md
Presto_Issue-23000_Add-fail-fast-function-validation-support-for-Presto-C_PR-23358,Presto - Issue #23000: Add fail-fast function validation support for Presto C++,8.7,2,2.0,scores/Presto_Issue-23000_Add-fail-fast-function-validation-support-for-Presto-C_PR-23358.md,requirement_pr_pairs/Presto_Issue-23000_Add-fail-fast-function-validation-support-for-Presto-C_PR-23358.md
Apache-Flink_FLIP-126-Unify-and-separate-Watermark-Assigners_PR-12306,Apache Flink - FLIP-126: Unify (and separate) Watermark Assigners,8.9,3,2.4,scores/Apache-Flink_FLIP-126-Unify-and-separate-Watermark-Assigners_PR-12306.md,requirement_pr_pairs/Apache-Flink_FLIP-126-Unify-and-separate-Watermark-Assigners_PR-12306.md
Apache-Flink_FLIP-198-Working-directory-for-Flink-processes_PR-18083,Apache Flink - FLIP-198: Working directory for Flink processes,9.1,5,3.4,scores/Apache-Flink_FLIP-198-Working-directory-for-Flink-processes_PR-18083.md,requirement_pr_pairs/Apache-Flink_FLIP-198-Working-directory-for-Flink-processes_PR-18083.md
Apache-Flink_FLIP-242-Introduce-configurable-RateLimitingStrategy-for-Asy_PR-20245,Apache Flink - FLIP-242: Introduce configurable RateLimitingStrategy for Async Sink,8.9,4,3.4,scores/Apache-Flink_FLIP-242-Introduce-configurable-RateLimitingStrategy-for-Asy_PR-20245.md,requirement_pr_pairs/Apache-Flink_FLIP-242-Introduce-configurable-RateLimitingStrategy-for-Asy_PR-20245.md
Apache-Flink_FLIP-371-Provide-initialization-context-for-Committer-creati_PR-23555,Apache Flink - FLIP-371: Provide initialization context for Committer creation in TwoPhaseCommittingSink,8.9,3,2.3,scores/Apache-Flink_FLIP-371-Provide-initialization-context-for-Committer-creati_PR-23555.md,requirement_pr_pairs/Apache-Flink_FLIP-371-Provide-initialization-context-for-Committer-creati_PR-23555.md
Apache-Flink_FLIP-274-Introduce-metric-group-for-OperatorCoordinator_PR-21889,Apache Flink - FLIP-274: Introduce metric group for OperatorCoordinator,9.1,3,2.3,scores/Apache-Flink_FLIP-274-Introduce-metric-group-for-OperatorCoordinator_PR-21889.md,requirement_pr_pairs/Apache-Flink_FLIP-274-Introduce-metric-group-for-OperatorCoordinator_PR-21889.md
Apache-Flink_FLIP-378-Support-Avro-timestamp-with-local-timezone_PR-23511,Apache Flink - FLIP-378: Support Avro timestamp with local timezone,8.9,3,2.3,scores/Apache-Flink_FLIP-378-Support-Avro-timestamp-with-local-timezone_PR-23511.md,requirement_pr_pairs/Apache-Flink_FLIP-378-Support-Avro-timestamp-with-local-timezone_PR-23511.md
Apache-Flink_FLIP-444-Native-file-copy-support_PR-25028,Apache Flink - FLIP-444: Native file copy support,9.0,3,3.0,scores/Apache-Flink_FLIP-444-Native-file-copy-support_PR-25028.md,requirement_pr_pairs/Apache-Flink_FLIP-444-Native-file-copy-support_PR-25028.md
Apache-Flink_FLIP-486-Introduce-A-New-DeltaJoin_PR-27099,Apache Flink - FLIP-486: Introduce A New DeltaJoin,8.9,3,2.2,scores/Apache-Flink_FLIP-486-Introduce-A-New-DeltaJoin_PR-27099.md,requirement_pr_pairs/Apache-Flink_FLIP-486-Introduce-A-New-DeltaJoin_PR-27099.md
Apache-Kafka_KIP-769-Connect-APIs-to-list-all-connector-plugins-and-retri_PR-11572,Apache Kafka - KIP-769: Connect APIs to list all connector plugins and retrieve their configuration definitions,9.2,2,2.0,scores/Apache-Kafka_KIP-769-Connect-APIs-to-list-all-connector-plugins-and-retri_PR-11572.md,requirement_pr_pairs/Apache-Kafka_KIP-769-Connect-APIs-to-list-all-connector-plugins-and-retri_PR-11572.md
Apache-Kafka_KIP-787-MM2-manage-Kafka-resources-with-custom-Admin-impleme_PR-12577,Apache Kafka - KIP-787: MM2 manage Kafka resources with custom Admin implementation,9.1,4,4.0,scores/Apache-Kafka_KIP-787-MM2-manage-Kafka-resources-with-custom-Admin-impleme_PR-12577.md,requirement_pr_pairs/Apache-Kafka_KIP-787-MM2-manage-Kafka-resources-with-custom-Admin-impleme_PR-12577.md
Apache-Flink_FLIP-409-DataStream-V2-Building-Blocks-DataStream-Partitioni_PR-24422,"Apache Flink - FLIP-409: DataStream V2 Building Blocks: DataStream, Partitioning and ProcessFunction",9.1,14,13.4,scores/Apache-Flink_FLIP-409-DataStream-V2-Building-Blocks-DataStream-Partitioni_PR-24422.md,requirement_pr_pairs/Apache-Flink_FLIP-409-DataStream-V2-Building-Blocks-DataStream-Partitioni_PR-24422.md
Apache-Flink_FLIP-467-Introduce-Generalized-Watermarks_PR-25731,Apache Flink - FLIP-467: Introduce Generalized Watermarks,9.2,11,10.3,scores/Apache-Flink_FLIP-467-Introduce-Generalized-Watermarks_PR-25731.md,requirement_pr_pairs/Apache-Flink_FLIP-467-Introduce-Generalized-Watermarks_PR-25731.md
Apache-Flink_FLIP-481-Introduce-Event-Reporting_PR-26316,Apache Flink - FLIP-481: Introduce Event Reporting,8.2,7,6.3,scores/Apache-Flink_FLIP-481-Introduce-Event-Reporting_PR-26316.md,requirement_pr_pairs/Apache-Flink_FLIP-481-Introduce-Event-Reporting_PR-26316.md
Apache-Flink_FLIP-499-Support-Event-Time-by-Generalized-Watermark-in-Data_PR-25978,Apache Flink - FLIP-499: Support Event Time by Generalized Watermark in DataStream V2,8.9,6,5.3,scores/Apache-Flink_FLIP-499-Support-Event-Time-by-Generalized-Watermark-in-Data_PR-25978.md,requirement_pr_pairs/Apache-Flink_FLIP-499-Support-Event-Time-by-Generalized-Watermark-in-Data_PR-25978.md
Apache-Flink_FLIP-501-Support-Window-Extension-in-DataStream-V2-API_PR-26001,Apache Flink - FLIP-501: Support Window Extension in DataStream V2 API,8.7,6,5.3,scores/Apache-Flink_FLIP-501-Support-Window-Extension-in-DataStream-V2-API_PR-26001.md,requirement_pr_pairs/Apache-Flink_FLIP-501-Support-Window-Extension-in-DataStream-V2-API_PR-26001.md
Apache-Kafka_KIP-954-expand-default-DSL-store-configuration-to-custom-typ_PR-14648,Apache Kafka - KIP-954: Expand Default DSL Store Configuration to Custom Types,9.1,7,6.2,scores/Apache-Kafka_KIP-954-expand-default-DSL-store-configuration-to-custom-typ_PR-14648.md,requirement_pr_pairs/Apache-Kafka_KIP-954-expand-default-DSL-store-configuration-to-custom-typ_PR-14648.md
ASP.NET-Core_Issue-62883_PR-62816,ASP.NET Core - Issue-62883: API Proposal for IApiEndpointMetadata,9.0,2,2.0,scores/ASP.NET-Core_Issue-62883_PR-62816.md,requirement_pr_pairs/ASP.NET-Core_Issue-62883_PR-62816.md
Apache-Arrow-Rust_Issue-7363_PR-7850,Apache Arrow Rust - Issue-7363: Parquet decoder / decoded predicate / page / results Cache,8.9,1,1.0,scores/Apache-Arrow-Rust_Issue-7363_PR-7850.md,requirement_pr_pairs/Apache-Arrow-Rust_Issue-7363_PR-7850.md
Apache-Flink_FLINK-39261_PR-27901,Apache Flink - FLINK-39261: Add FROM_CHANGELOG built-in process table function (4.1.3.1 upsert stream to upsert stream),9.0,1,1.0,scores/Apache-Flink_FLINK-39261_PR-27901.md,requirement_pr_pairs/Apache-Flink_FLINK-39261_PR-27901.md
Apache-Kafka_KIP-1241-Reduce-tiered-storage-redundancy_PR-20913,Apache Kafka - KIP-1241: Reduce tiered storage redundancy with delayed upload,9.2,3,2.4,scores/Apache-Kafka_KIP-1241-Reduce-tiered-storage-redundancy_PR-20913.md,requirement_pr_pairs/Apache-Kafka_KIP-1241-Reduce-tiered-storage-redundancy_PR-20913.md
Babel_discard-binding_PR-17163,Babel - discard-binding: `void` Discard Bindings for ECMAScript,9.1,8,7.6,scores/Babel_discard-binding_PR-17163.md,requirement_pr_pairs/Babel_discard-binding_PR-17163.md
ClickHouse_Issue-87003_PR-86485,ClickHouse - Issue-87003: [RFC] Disk friendly format for inverted text index,9.1,2,1.8,scores/ClickHouse_Issue-87003_PR-86485.md,requirement_pr_pairs/ClickHouse_Issue-87003_PR-86485.md
ClickHouse_Issue-89120_PR-91170,ClickHouse - Issue-89120: Arrow Flight SQL,8.9,1,1.0,scores/ClickHouse_Issue-89120_PR-91170.md,requirement_pr_pairs/ClickHouse_Issue-89120_PR-91170.md
DotNet-Runtime_Issue-127299_PR-128162,.NET Runtime - Issue-127299: System.Text.Json union type support,8.5,8,7.4,scores/DotNet-Runtime_Issue-127299_PR-128162.md,requirement_pr_pairs/DotNet-Runtime_Issue-127299_PR-128162.md
DotNet-SDK_Issue-49552_PR-53557,.NET SDK - Issue-49552: `dotnet` should warn if a vulnerable SDK version is resolved,8.8,1,1.0,scores/DotNet-SDK_Issue-49552_PR-53557.md,requirement_pr_pairs/DotNet-SDK_Issue-49552_PR-53557.md
DuckDB_Fix-for-Fixation-on-Fixpoints_PR-12430,DuckDB - Fix-for-Fixation-on-Fixpoints: A Fix for the Fixation on Fixpoints,8.3,1,1.0,scores/DuckDB_Fix-for-Fixation-on-Fixpoints_PR-12430.md,requirement_pr_pairs/DuckDB_Fix-for-Fixation-on-Fixpoints_PR-12430.md
Entity-Framework-Core_Issue-37281_PR-37538,Entity Framework Core - Issue-37281: SQL Server: Support vector indexes,8.5,1,1.0,scores/Entity-Framework-Core_Issue-37281_PR-37538.md,requirement_pr_pairs/Entity-Framework-Core_Issue-37281_PR-37538.md
Envoy_Issue-29758_PR-42762,Envoy - Issue-29758: Support parsing data from server-side events (SSE) and add to metadata,9.2,1,1.0,scores/Envoy_Issue-29758_PR-42762.md,requirement_pr_pairs/Envoy_Issue-29758_PR-42762.md
Keycloak_Issue-43570_PR-44176,"Keycloak - Issue-43570: Identity provider, which acts only as ""trust relationship"" provider for RFC 7523",8.6,1,1.0,scores/Keycloak_Issue-43570_PR-44176.md,requirement_pr_pairs/Keycloak_Issue-43570_PR-44176.md
LLVM_P2719-type-aware-allocation_PR-113510,LLVM - P2719: Experimental implementation of P2719 - Type-aware allocation and deallocation functions,8.7,1,1.0,scores/LLVM_P2719-type-aware-allocation_PR-113510.md,requirement_pr_pairs/LLVM_P2719-type-aware-allocation_PR-113510.md
OpenTofu_Issue-3300_PR-3871,OpenTofu - Issue-3300: RFC Tracker: Miscellaneous Configuration Settings in Modules,8.8,1,1.0,scores/OpenTofu_Issue-3300_PR-3871.md,requirement_pr_pairs/OpenTofu_Issue-3300_PR-3871.md
OpenTofu_Issue-3303_PR-3606,OpenTofu - Issue-3303: Support simultaneous human-oriented and JSON output,8.4,1,1.0,scores/OpenTofu_Issue-3303_PR-3606.md,requirement_pr_pairs/OpenTofu_Issue-3303_PR-3606.md
OpenTofu_Issue-3789_PR-3794,OpenTofu - Issue-3789: key_provider.external has different behavior between config.tf.json and config.tf,8.9,2,1.9,scores/OpenTofu_Issue-3789_PR-3794.md,requirement_pr_pairs/OpenTofu_Issue-3789_PR-3794.md
OpenTofu_Issue-4059_PR-4158,OpenTofu - Issue-4059: Implement provider instances and ephemeral resource instances in the new runtime,8.6,1,1.0,scores/OpenTofu_Issue-4059_PR-4158.md,requirement_pr_pairs/OpenTofu_Issue-4059_PR-4158.md
PHP_RFC-delayedtargetvalidation_attribute_PR-18817,PHP - RFC-delayedtargetvalidation_attribute: #[\DelayedTargetValidation] attribute,9.1,2,1.6,scores/PHP_RFC-delayedtargetvalidation_attribute_PR-18817.md,requirement_pr_pairs/PHP_RFC-delayedtargetvalidation_attribute_PR-18817.md
Prometheus_Proposal-0052-extended-range-selectors_PR-16457,Prometheus - Proposal-0052: Extended range selectors semantics,8.7,7,6.8,scores/Prometheus_Proposal-0052-extended-range-selectors_PR-16457.md,requirement_pr_pairs/Prometheus_Proposal-0052-extended-range-selectors_PR-16457.md
Roslyn_simple-lambda-parameters-with-modifiers_PR-75400,Roslyn - simple-lambda-parameters-with-modifiers: Simple lambda parameters with modifiers,9.0,3,3.0,scores/Roslyn_simple-lambda-parameters-with-modifiers_PR-75400.md,requirement_pr_pairs/Roslyn_simple-lambda-parameters-with-modifiers_PR-75400.md
SWC_decorators_PR-11686,SWC - decorators: Decorators,9.1,11,11.0,scores/SWC_decorators_PR-11686.md,requirement_pr_pairs/SWC_decorators_PR-11686.md
Terraform_Issue-34465_PR-36872,Terraform - Issue-34465: Terraform Backend with OCI Object Storage,8.6,1,1.0,scores/Terraform_Issue-34465_PR-36872.md,requirement_pr_pairs/Terraform_Issue-34465_PR-36872.md
TypeScript_defer-import-eval_PR-60757,TypeScript - import defer: Deferring Module Evaluation,8.9,2,1.8,scores/TypeScript_defer-import-eval_PR-60757.md,requirement_pr_pairs/TypeScript_defer-import-eval_PR-60757.md
Vitess_Issue-17585_PR-17727,Vitess - Issue-17585: RFC: New vtgate Metrics,9.1,4,3.6,scores/Vitess_Issue-17585_PR-17727.md,requirement_pr_pairs/Vitess_Issue-17585_PR-17727.md
Vitest_Discussion-7850_PR-10113,Vitest - Discussion-7850: Benchmarking Support,8.8,2,1.4,scores/Vitest_Discussion-7850_PR-10113.md,requirement_pr_pairs/Vitest_Discussion-7850_PR-10113.md
Apache-Arrow_PR-240_PR-45459,Apache Arrow - PR-240: Geospatial Definitions,9.1,6,5.6,scores/Apache-Arrow_PR-240_PR-45459.md,requirement_pr_pairs/Apache-Arrow_PR-240_PR-45459.md
Apache-DataFusion_Issue-18223_PR-20312,Apache DataFusion - Issue-18223: API to register behavior for Extension Types,8.9,2,2.0,scores/Apache-DataFusion_Issue-18223_PR-20312.md,requirement_pr_pairs/Apache-DataFusion_Issue-18223_PR-20312.md
Apache-Pulsar_PIP-454_PR-25219,Apache Pulsar - PIP-454: Metadata Store Migration Framework,9.2,9,7.3,scores/Apache-Pulsar_PIP-454_PR-25219.md,requirement_pr_pairs/Apache-Pulsar_PIP-454_PR-25219.md
CPython_PEP-0820_PR-149055,CPython - PEP-0820: PySlot: Unified slot system for the C API,9.1,11,10.7,scores/CPython_PEP-0820_PR-149055.md,requirement_pr_pairs/CPython_PEP-0820_PR-149055.md
Cargo_PR-3553_PR-13709,Cargo - RFC 3553: Cargo SBOM,9.1,5,3.1,scores/Cargo_PR-3553_PR-13709.md,requirement_pr_pairs/Cargo_PR-3553_PR-13709.md
DuckDB_VariantEncoding_PR-18187,DuckDB - Variant Binary Encoding: Parquet Variant Reader,9.2,6,5.5,scores/DuckDB_VariantEncoding_PR-18187.md,requirement_pr_pairs/DuckDB_VariantEncoding_PR-18187.md
Ember.js_RFC-1099-renderComponent_PR-20962,Ember.js - RFC 1099: renderComponent,9.2,2,1.8,scores/Ember.js_RFC-1099-renderComponent_PR-20962.md,requirement_pr_pairs/Ember.js_RFC-1099-renderComponent_PR-20962.md
Keycloak_Issue-42697_PR-42744,Keycloak - Issue-42697: Improve the Workflow JSON schema,9.0,1,1.0,scores/Keycloak_Issue-42697_PR-42744.md,requirement_pr_pairs/Keycloak_Issue-42697_PR-42744.md
Keycloak_Issue-45284_PR-45285,Keycloak - Issue-45284: Persistent CIMD,8.7,10,8.6,scores/Keycloak_Issue-45284_PR-45285.md,requirement_pr_pairs/Keycloak_Issue-45284_PR-45285.md
Keycloak_Issue-47254_PR-47281,Keycloak - Issue-47254: Add feature for new capabilities around retrieve-token brokering API,9.2,2,2.0,scores/Keycloak_Issue-47254_PR-47281.md,requirement_pr_pairs/Keycloak_Issue-47254_PR-47281.md
Mypy_PEP-0747_PR-19596,Mypy - PEP-0747: Annotating Type Forms,9.1,5,5.0,scores/Mypy_PEP-0747_PR-19596.md,requirement_pr_pairs/Mypy_PEP-0747_PR-19596.md
OpenSearch_Issue-17500_PR-17635,OpenSearch - Issue-17500: Introduce Mapping Transformer,9.1,2,2.0,scores/OpenSearch_Issue-17500_PR-17635.md,requirement_pr_pairs/OpenSearch_Issue-17500_PR-17635.md
PHP_RFC-fcc_in_const_expr_PR-17213,PHP - RFC: First Class Callables in Constant Expressions,8.8,4,4.0,scores/PHP_RFC-fcc_in_const_expr_PR-17213.md,requirement_pr_pairs/PHP_RFC-fcc_in_const_expr_PR-17213.md
PHP_RFC-tls_session_resumption_api_PR-20296,PHP - RFC: TLS Session Resumption Support for Streams,9.0,7,7.0,scores/PHP_RFC-tls_session_resumption_api_PR-20296.md,requirement_pr_pairs/PHP_RFC-tls_session_resumption_api_PR-20296.md
Prometheus_Issue-14651_PR-17904,Prometheus - Issue-14651: Native Histogram Trim Operators,9.0,1,1.0,scores/Prometheus_Issue-14651_PR-17904.md,requirement_pr_pairs/Prometheus_Issue-14651_PR-17904.md
Ruby_Issue-21311_PR-13226,Ruby - Issue #21311: Namespace on Read (Revised),9.0,5,4.9,scores/Ruby_Issue-21311_PR-13226.md,requirement_pr_pairs/Ruby_Issue-21311_PR-13226.md
Rust_RFC-3855-mitigation-enforcement_PR-149357,Rust - RFC-3855: Mitigation Enforcement,9.0,4,2.6,scores/Rust_RFC-3855-mitigation-enforcement_PR-149357.md,requirement_pr_pairs/Rust_RFC-3855-mitigation-enforcement_PR-149357.md
Swift_SE-PR-2814_PR-88480,Swift - SE-0484: Allow Additional Arguments to @dynamicMemberLookup Subscripts,8.9,2,2.0,scores/Swift_SE-PR-2814_PR-88480.md,requirement_pr_pairs/Swift_SE-PR-2814_PR-88480.md
Vitest_Issue-8672_PR-9478,Vitest - Issue #8672: Run behaviour for suites and tests using tags/marks,8.3,1,1.0,scores/Vitest_Issue-8672_PR-9478.md,requirement_pr_pairs/Vitest_Issue-8672_PR-9478.md
CPython_PEP-0798_PR-143056,CPython - PEP-0798: Unpacking in Comprehensions,9.3,4,4.0,scores/CPython_PEP-0798_PR-143056.md,requirement_pr_pairs/CPython_PEP-0798_PR-143056.md
ASP.NET-Core_Issue-53467_PR-62112,ASP.NET Core - Issue-53467: Passkeys Authentication support in ASP.NET Core,8.2,1,0.8,scores/ASP.NET-Core_Issue-53467_PR-62112.md,requirement_pr_pairs/ASP.NET-Core_Issue-53467_PR-62112.md
Apache-DataFusion_Issue-15797_PR-16170,Apache DataFusion - Issue-15797: Support metadata on literal values,8.8,1,1.0,scores/Apache-DataFusion_Issue-15797_PR-16170.md,requirement_pr_pairs/Apache-DataFusion_Issue-15797_PR-16170.md
Apache-DataFusion_Issue-19796_PR-19792,Apache DataFusion - Issue-19796: Avoid recomputing `PlanProperties` redundently,8.0,1,0.7,scores/Apache-DataFusion_Issue-19796_PR-19792.md,requirement_pr_pairs/Apache-DataFusion_Issue-19796_PR-19792.md
Apache-Kafka_KIP-1258-OAuth-Client-Assertion_PR-21483,Apache Kafka - KIP-1258: Add Support for OAuth Client Assertion to client_credentials Grant Type,9.0,8,5.7,scores/Apache-Kafka_KIP-1258-OAuth-Client-Assertion_PR-21483.md,requirement_pr_pairs/Apache-Kafka_KIP-1258-OAuth-Client-Assertion_PR-21483.md
Erigon_EIP-7732_PR-18956,Erigon - EIP-7732: Enshrined Proposer-Builder Separation,8.8,6,3.4,scores/Erigon_EIP-7732_PR-18956.md,requirement_pr_pairs/Erigon_EIP-7732_PR-18956.md
Erlang-OTP_EEP-76-priority-messages_PR-9269,Erlang/OTP - EEP 76: Priority Messages,9.1,10,9.2,scores/Erlang-OTP_EEP-76-priority-messages_PR-9269.md,requirement_pr_pairs/Erlang-OTP_EEP-76-priority-messages_PR-9269.md
Kubernetes_KEP-4762_allow-arbitrary-fqdn-as-pod-hostname_PR-132558,Kubernetes - KEP-4762: Allows setting arbitrary FQDN as the pod's hostname,8.9,4,2.7,scores/Kubernetes_KEP-4762_allow-arbitrary-fqdn-as-pod-hostname_PR-132558.md,requirement_pr_pairs/Kubernetes_KEP-4762_allow-arbitrary-fqdn-as-pod-hostname_PR-132558.md
Kubernetes_KEP-5866_server-side-sharded-list-and-watch_PR-136657,Kubernetes - KEP-5866: Server-side Sharded List and Watch,8.6,12,7.7,scores/Kubernetes_KEP-5866_server-side-sharded-list-and-watch_PR-136657.md,requirement_pr_pairs/Kubernetes_KEP-5866_server-side-sharded-list-and-watch_PR-136657.md
Kueue_KEP-2349_multikueue-external-custom-job-support_PR-6760,Kueue - KEP-2349: MultiKueue external custom Job support,9.1,5,2.6,scores/Kueue_KEP-2349_multikueue-external-custom-job-support_PR-6760.md,requirement_pr_pairs/Kueue_KEP-2349_multikueue-external-custom-job-support_PR-6760.md
Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792,Kueue - KEP-6915: AdmissionGatedBy annotation to prevent admission immediately after creation,8.6,7,4.3,scores/Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792.md,requirement_pr_pairs/Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792.md
Kueue_KEP-7066_custom-metric-labels_PR-9774,Kueue - KEP-7066: Custom Metadata Labels for Kueue Metrics,8.7,7,5.2,scores/Kueue_KEP-7066_custom-metric-labels_PR-9774.md,requirement_pr_pairs/Kueue_KEP-7066_custom-metric-labels_PR-9774.md
Kueue_KEP-9988_multikueue-manager-quota-automation_PR-11141,Kueue - KEP-9988: MultiKueue Manager Quota Automation,8.0,9,5.6,scores/Kueue_KEP-9988_multikueue-manager-quota-automation_PR-11141.md,requirement_pr_pairs/Kueue_KEP-9988_multikueue-manager-quota-automation_PR-11141.md
PHP_RFC-attributes-on-constants_PR-16952,PHP - RFC: Attributes on Constants,9.0,5,4.9,scores/PHP_RFC-attributes-on-constants_PR-16952.md,requirement_pr_pairs/PHP_RFC-attributes-on-constants_PR-16952.md
WasmEdge_wasm-memory64_PR-4450,WasmEdge - Memory64: WebAssembly Memory64,8.1,5,4.7,scores/WasmEdge_wasm-memory64_PR-4450.md,requirement_pr_pairs/WasmEdge_wasm-memory64_PR-4450.md
Wasmer_wasm-relaxed-simd_PR-6151,Wasmer - wasm-relaxed-simd: WebAssembly relaxed-simd,9.2,8,7.8,scores/Wasmer_wasm-relaxed-simd_PR-6151.md,requirement_pr_pairs/Wasmer_wasm-relaxed-simd_PR-6151.md
WebKit_wasm-wide-arithmetic_PR-62686,WebKit - wide-arithmetic: WebAssembly wide-arithmetic,8.3,6,4.7,scores/WebKit_wasm-wide-arithmetic_PR-62686.md,requirement_pr_pairs/WebKit_wasm-wide-arithmetic_PR-62686.md
cert-manager_certificate-renewal-control_PR-8258,cert-manager - Certificate Renewal Control: Certificate Renewal Control (windows + disable),8.0,6,4.9,scores/cert-manager_certificate-renewal-control_PR-8258.md,requirement_pr_pairs/cert-manager_certificate-renewal-control_PR-8258.md
gRPC-Go_A76-ring-hash-improvements_PR-8159,gRPC Go - A76: Improvements to the Ring Hash LB Policy,8.9,3,3.0,scores/gRPC-Go_A76-ring-hash-improvements_PR-8159.md,requirement_pr_pairs/gRPC-Go_A76-ring-hash-improvements_PR-8159.md
