instance_id,source_slug,docker_slug,repo_name,repo_owner,repo_full_name,repo_sequence_id,project_name,pr_link,pr_merge_date,base_commit,requirement_doc_link,mapped_file,req_doc_file
kubernetes_5,Kubernetes_KEP-5075_dra-consumable-capacity_PR-132522,Kubernetes_KEP-5075_dra-consumable-capacity_PR-132522,kubernetes,kubernetes,kubernetes/kubernetes,5,Kubernetes,https://github.com/kubernetes/kubernetes/pull/132522,2025-07-30,91731d05e2291f933083e38dc2ba8ba7ccc52fee,https://github.com/kubernetes/enhancements/blob/master/keps/sig-node/5075-consumable-capacity/README.md,Kubernetes_KEP-5075_dra-consumable-capacity_PR-132522.md,Kubernetes_KEP-5075_dra-consumable-capacity_PR-132522.md
kubernetes_6,Kubernetes_KEP-4020_unknown-version-interoperability-proxy_PR-133648,Kubernetes_KEP-4020_unknown-version-interoperability-proxy_PR-133648,kubernetes,kubernetes,kubernetes/kubernetes,6,Kubernetes,https://github.com/kubernetes/kubernetes/pull/133648,2025-11-06,36274643006a56b522459d1354e6fcaa42fc7093,https://github.com/kubernetes/enhancements/blob/master/keps/sig-api-machinery/4020-unknown-version-interoperability-proxy/README.md,Kubernetes_KEP-4020_unknown-version-interoperability-proxy_PR-133648.md,Kubernetes_KEP-4020_unknown-version-interoperability-proxy_PR-133648.md
kubernetes_7,Kubernetes_KEP-5598_opportunistic-batching_PR-135231,Kubernetes_KEP-5598_opportunistic-batching_PR-135231,kubernetes,kubernetes,kubernetes/kubernetes,7,Kubernetes,https://github.com/kubernetes/kubernetes/pull/135231,2025-11-13,173523550ab112ca956d74238e050a0a2ce2a5e3,https://github.com/kubernetes/enhancements/blob/master/keps/sig-scheduling/5598-opportunistic-batching/README.md,Kubernetes_KEP-5598_opportunistic-batching_PR-135231.md,Kubernetes_KEP-5598_opportunistic-batching_PR-135231.md
kueue_1,Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792,Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792,kueue,kubernetes-sigs,kubernetes-sigs/kueue,1,Kueue,https://github.com/kubernetes-sigs/kueue/pull/9792,2026-03-17,1f6cf9a6c0c1c01216ac295e8d616f63cea565b6,https://github.com/kubernetes-sigs/kueue/pull/9792,Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792.md,Kueue_KEP-6915_scheduling-gated-by-annotation_PR-9792.md
mypy_1,Mypy_PEP-747-TypeForm_PR-19596,Mypy_PEP-747-TypeForm_PR-19596,mypy,python,python/mypy,1,Mypy,https://github.com/python/mypy/pull/19596,2025-11-03,b266dd1a238e867e6b135c54664a76dae5a00fcb,https://peps.python.org/pep-0747/,Mypy_PEP-0747_PR-19596.md,Mypy_PEP-0747_PR-19596.md
numpy_1,NumPy_NEP-19_NEP-19-Random-number-generator-policy_PR-13163,NumPy_NEP-19_NEP-19-Random-number-generator-policy_PR-13163,numpy,numpy,numpy/numpy,1,NumPy,https://github.com/numpy/numpy/pull/13163,2019-05-28,c9b25c939e0c64131b786a1922fe4c1f83db3e77,https://numpy.org/neps/nep-0019-rng-policy.html,NumPy_NEP-19_NEP-19-Random-number-generator-policy_PR-13163.md,NumPy_NEP-19_NEP-19-Random-number-generator-policy_PR-13163.md
numpy_2,NumPy_NEP-55_string-dtype_PR-25347,NumPy_NEP-55_string-dtype_PR-25347,numpy,numpy,numpy/numpy,2,NumPy,https://github.com/numpy/numpy/pull/25347,2024-02-07,41e500bf1ece6ee0c987c6cd37379f56d581d98c,https://numpy.org/neps/nep-0055-string-dtype.html,NumPy_NEP-55_string-dtype_PR-25347.md,NumPy_NEP-55_string-dtype_PR-25347.md
jdk_1,OpenJDK_JEP-387_Elastic-Metaspace_PR-336,OpenJDK_JEP-387_Elastic-Metaspace_PR-336,jdk,openjdk,openjdk/jdk,1,OpenJDK,https://github.com/openjdk/jdk/pull/336,2020-10-20,0b3e6c51bae47421d2fa3520b3eb6af22c668cc4,https://openjdk.org/jeps/387,OpenJDK_JEP-387_Elastic-Metaspace_PR-336.md,OpenJDK_JEP-387_Elastic-Metaspace_PR-336.md
jdk_2,OpenJDK_JEP-408_Simple-Web-Server_PR-5505,OpenJDK_JEP-408_Simple-Web-Server_PR-5505,jdk,openjdk,openjdk/jdk,2,OpenJDK,https://github.com/openjdk/jdk/pull/5505,2021-10-19,947d52c4c3deec1bdea43959c200201c614ae114,https://openjdk.org/jeps/408,OpenJDK_JEP-408_Simple-Web-Server_PR-5505.md,OpenJDK_JEP-408_Simple-Web-Server_PR-5505.md
jdk_3,OpenJDK_JEP-431_Sequenced-Collections_PR-7387,OpenJDK_JEP-431_Sequenced-Collections_PR-7387,jdk,openjdk,openjdk/jdk,3,OpenJDK,https://github.com/openjdk/jdk/pull/7387,2023-04-25,bad6aa68e4d491e819ab22e91dd5d65bb094120e,https://openjdk.org/jeps/431,OpenJDK_JEP-431_Sequenced-Collections_PR-7387.md,OpenJDK_JEP-431_Sequenced-Collections_PR-7387.md
jdk_4,OpenJDK_JEP-443_Unnamed-Patterns-and-Variables-Preview_PR-13528,OpenJDK_JEP-443_Unnamed-Patterns-and-Variables-Preview_PR-13528,jdk,openjdk,openjdk/jdk,4,OpenJDK,https://github.com/openjdk/jdk/pull/13528,2023-05-22,eaa80ad08c949a05abcfa48897654ed52139145b,https://openjdk.org/jeps/443,OpenJDK_JEP-443_Unnamed-Patterns-and-Variables-Preview_PR-13528.md,OpenJDK_JEP-443_Unnamed-Patterns-and-Variables-Preview_PR-13528.md
jdk_5,OpenJDK_JEP-451_Prepare-to-Disallow-the-Dynamic-Loading-of-Agents_PR-13899,OpenJDK_JEP-451_Prepare-to-Disallow-the-Dynamic-Loading-of-Agents_PR-13899,jdk,openjdk,openjdk/jdk,5,OpenJDK,https://github.com/openjdk/jdk/pull/13899,2023-06-02,325940b0919e649e84358db35a55b3ac5dfe0acf,https://openjdk.org/jeps/451,OpenJDK_JEP-451_Prepare-to-Disallow-the-Dynamic-Loading-of-Agents_PR-13899.md,OpenJDK_JEP-451_Prepare-to-Disallow-the-Dynamic-Loading-of-Agents_PR-13899.md
jdk_6,OpenJDK_JEP-445_Unnamed-Classes-and-Instance-Main-Methods-Preview_PR-13689,OpenJDK_JEP-445_Unnamed-Classes-and-Instance-Main-Methods-Preview_PR-13689,jdk,openjdk,openjdk/jdk,6,OpenJDK,https://github.com/openjdk/jdk/pull/13689,2023-06-05,5cd8af7622a93afb32f5f3fccdc453096992453c,https://openjdk.org/jeps/445,OpenJDK_JEP-445_Unnamed-Classes-and-Instance-Main-Methods-Preview_PR-13689.md,OpenJDK_JEP-445_Unnamed-Classes-and-Instance-Main-Methods-Preview_PR-13689.md
jdk_7,OpenJDK_JEP-454_Foreign-Function-amp-Memory-API_PR-15103,OpenJDK_JEP-454_Foreign-Function-amp-Memory-API_PR-15103,jdk,openjdk,openjdk/jdk,7,OpenJDK,https://github.com/openjdk/jdk/pull/15103,2023-10-12,b3cc0c84316dd59f406a6fa23fcaf3d029910843,https://openjdk.org/jeps/454,OpenJDK_JEP-454_Foreign-Function-amp-Memory-API_PR-15103.md,OpenJDK_JEP-454_Foreign-Function-amp-Memory-API_PR-15103.md
jdk_8,OpenJDK_JEP-423_Region-Pinning-for-G1_PR-16342,OpenJDK_JEP-423_Region-Pinning-for-G1_PR-16342,jdk,openjdk,openjdk/jdk,8,OpenJDK,https://github.com/openjdk/jdk/pull/16342,2023-11-29,45e68ae2079336cea45dcbc39189639c06a05e0c,https://openjdk.org/jeps/423,OpenJDK_JEP-423_Region-Pinning-for-G1_PR-16342.md,OpenJDK_JEP-423_Region-Pinning-for-G1_PR-16342.md
jdk_9,OpenJDK_JEP-461_Stream-Gatherers-Preview_PR-16420,OpenJDK_JEP-461_Stream-Gatherers-Preview_PR-16420,jdk,openjdk,openjdk/jdk,9,OpenJDK,https://github.com/openjdk/jdk/pull/16420,2023-11-30,04ad98ed32cf899404a3ae13e24407e53be7ebc6,https://openjdk.org/jeps/461,OpenJDK_JEP-461_Stream-Gatherers-Preview_PR-16420.md,OpenJDK_JEP-461_Stream-Gatherers-Preview_PR-16420.md
jdk_10,OpenJDK_JEP-457_Class-File-API-Preview_PR-15706,OpenJDK_JEP-457_Class-File-API-Preview_PR-15706,jdk,openjdk,openjdk/jdk,10,OpenJDK,https://github.com/openjdk/jdk/pull/15706,2023-12-04,b9df827adc92cb1fc65f6b1efdf82dcae00a4e2d,https://openjdk.org/jeps/457,OpenJDK_JEP-457_Class-File-API-Preview_PR-15706.md,OpenJDK_JEP-457_Class-File-API-Preview_PR-15706.md
jdk_11,OpenJDK_JEP-476_Module-Import-Declarations-Preview_PR-18614,OpenJDK_JEP-476_Module-Import-Declarations-Preview_PR-18614,jdk,openjdk,openjdk/jdk,11,OpenJDK,https://github.com/openjdk/jdk/pull/18614,2024-05-06,4e5c25ee43d4ec31ed5160fd93a2fd15e35182f8,https://openjdk.org/jeps/476,OpenJDK_JEP-476_Module-Import-Declarations-Preview_PR-18614.md,OpenJDK_JEP-476_Module-Import-Declarations-Preview_PR-18614.md
jdk_12,OpenJDK_JEP-502_Stable-Values-Preview_PR-23972,OpenJDK_JEP-502_Stable-Values-Preview_PR-23972,jdk,openjdk,openjdk/jdk,12,OpenJDK,https://github.com/openjdk/jdk/pull/23972,2025-04-30,290d24d16adcef6b9f0f5ac789b125fd7bac66a5,https://openjdk.org/jeps/502,OpenJDK_JEP-502_Stable-Values-Preview_PR-23972.md,OpenJDK_JEP-502_Stable-Values-Preview_PR-23972.md
jdk_13,OpenJDK_JEP-512_Compact-Source-Files-and-Instance-Main-Methods_PR-24438,OpenJDK_JEP-512_Compact-Source-Files-and-Instance-Main-Methods_PR-24438,jdk,openjdk,openjdk/jdk,13,OpenJDK,https://github.com/openjdk/jdk/pull/24438,2025-05-02,6b553acbaace0a61203305f36f70bb74d14a234f,https://openjdk.org/jeps/512,OpenJDK_JEP-512_Compact-Source-Files-and-Instance-Main-Methods_PR-24438.md,OpenJDK_JEP-512_Compact-Source-Files-and-Instance-Main-Methods_PR-24438.md
jdk_14,OpenJDK_JEP-516_AOT-Object-Caching-With-Any-GC_PR-27732,OpenJDK_JEP-516_AOT-Object-Caching-With-Any-GC_PR-27732,jdk,openjdk,openjdk/jdk,14,OpenJDK,https://github.com/openjdk/jdk/pull/27732,2025-11-07,167c952bb0fefb5acc9782f4f4474d92097c93f8,https://openjdk.org/jeps/516,OpenJDK_JEP-516_Ahead-of-Time-Object-Caching-with-Any-GC_PR-27732.md,OpenJDK_JEP-516_Ahead-of-Time-Object-Caching-with-Any-GC_PR-27732.md
opentofu_1,OpenTofu_PR-3606_dual-output-streams,OpenTofu_PR-3606_dual-output-streams,opentofu,opentofu,opentofu/opentofu,1,OpenTofu,https://github.com/opentofu/opentofu/pull/3606,2026-01-20,6b3119c5c71c0383e356819d8e2dc5fb07fa5bf7,https://github.com/opentofu/opentofu/pull/3606,OpenTofu_Issue-3303_PR-3606.md,OpenTofu_Issue-3303_PR-3606.md
opentofu_2,OpenTofu_PR-3794_keyprovider-json-references,OpenTofu_PR-3794_keyprovider-json-references,opentofu,opentofu,opentofu/opentofu,2,OpenTofu,https://github.com/opentofu/opentofu/pull/3794,2026-03-17,a67b885c1fde4fc760a5ae47a97882bce28567fd,https://github.com/opentofu/opentofu/pull/3794,OpenTofu_Issue-3789_PR-3794.md,OpenTofu_Issue-3789_PR-3794.md
opentofu_3,OpenTofu_PR-3871_language-block-and-required-version,OpenTofu_PR-3871_language-block-and-required-version,opentofu,opentofu,opentofu/opentofu,3,OpenTofu,https://github.com/opentofu/opentofu/pull/3871,2026-03-18,340f8d1fddb905407e08c96c6476b8d3fa164d5d,https://github.com/opentofu/opentofu/pull/3871,OpenTofu_Issue-3300_PR-3871.md,OpenTofu_Issue-3300_PR-3871.md
opentofu_4,OpenTofu_PR-4158_engine-providers-ephemeral-rework,OpenTofu_PR-4158_engine-providers-ephemeral-rework,opentofu,opentofu,opentofu/opentofu,4,OpenTofu,https://github.com/opentofu/opentofu/pull/4158,2026-05-28,ef00d6ed18854a9bcd3f140504aeab533b1f9b8d,https://github.com/opentofu/opentofu/pull/4158,OpenTofu_Issue-4059_PR-4158.md,OpenTofu_Issue-4059_PR-4158.md
pandas_1,Pandas_Copy-on-Write_PR-46958,Pandas_Copy-on-Write_PR-46958,pandas,pandas-dev,pandas-dev/pandas,1,Pandas,https://github.com/pandas-dev/pandas/pull/46958,2022-08-20,655d9f4fe7d9fed1aea7baaa0886be6017e08878,https://github.com/pandas-dev/pandas/pull/46958,Pandas_PDEP-7-Consistent-copy-view-semantics-in-pandas-with-Copy-o_PR-46958.md,Pandas_PDEP-7-Consistent-copy-view-semantics-in-pandas-with-Copy-o_PR-46958.md
php-src_1,PHP_PR-17213_fcc-in-const-expressions,PHP_PR-17213_fcc-in-const-expressions,php-src,php,php/php-src,1,PHP,https://github.com/php/php-src/pull/17213,2025-02-20,252dd1e9f0b2b5c013ebe6d6df103e7508ffff4e,https://github.com/php/php-src/pull/17213,PHP_RFC-fcc_in_const_expr_PR-17213.md,PHP_RFC-fcc_in_const_expr_PR-17213.md
php-src_2,PHP_PR-16952_attributes-on-constants,PHP_PR-16952_attributes-on-constants,php-src,php,php/php-src,2,PHP,https://github.com/php/php-src/pull/16952,2025-04-29,2fea4efa8f2821bf3cf767a73c1bef2c7b0a1791,https://github.com/php/php-src/pull/16952,PHP_RFC-attributes-on-constants_PR-16952.md,PHP_RFC-attributes-on-constants_PR-16952.md
php-src_3,PHP_PR-18817_delayed-target-validation-attribute,PHP_PR-18817_delayed-target-validation-attribute,php-src,php,php/php-src,3,PHP,https://github.com/php/php-src/pull/18817,2025-08-20,c98b1734307c361531e33e2820e4f6b1dc180293,https://github.com/php/php-src/pull/18817,PHP_RFC-delayedtargetvalidation_attribute_PR-18817.md,PHP_RFC-delayedtargetvalidation_attribute_PR-18817.md
php-src_4,PHP_PR-20296_tls-session-resumption,PHP_PR-20296_tls-session-resumption,php-src,php,php/php-src,4,PHP,https://github.com/php/php-src/pull/20296,2026-05-01,dc807bca6d2ea6463748b7398f7910841f96b7ea,https://github.com/php/php-src/pull/20296,PHP_RFC-tls_session_resumption_api_PR-20296.md,PHP_RFC-tls_session_resumption_api_PR-20296.md
presto_1,Presto_Issue-13751_Unnest-Optimizations_PR-13746,Presto_Issue-13751_Unnest-Optimizations_PR-13746,presto,prestodb,prestodb/presto,1,Presto,https://github.com/prestodb/presto/pull/13746,2020-04-20,ad004b74fd3412f4c9fb94d820e8a012b6450c14,https://github.com/prestodb/presto/issues/13751,Presto_Issue-13751_Unnest-Optimizations_PR-13746.md,Presto_Issue-13751_Unnest-Optimizations_PR-13746.md
prometheus_1,Prometheus_Native-Histograms-Prometheus_PR-11447,Prometheus_Native-Histograms-Prometheus_PR-11447,prometheus,prometheus,prometheus/prometheus,1,Prometheus,https://github.com/prometheus/prometheus/pull/11447,2022-10-26,51a44e6657c3963b3e80b61b08c94a476987c7f1,https://prometheus.io/docs/specs/native_histograms/,Prometheus_Native-Histograms-Prometheus_PR-11447.md,Prometheus_Native-Histograms-Prometheus_PR-11447.md
prometheus_2,Prometheus_PR-16457_anchored-smoothed-selectors,Prometheus_PR-16457_anchored-smoothed-selectors,prometheus,prometheus,prometheus/prometheus,2,Prometheus,https://github.com/prometheus/prometheus/pull/16457,2025-09-25,7416f33df5789a6423f46c36390d62e41a6a317d,https://github.com/prometheus/prometheus/pull/16457,Prometheus_Proposal-0052-extended-range-selectors_PR-16457.md,Prometheus_Proposal-0052-extended-range-selectors_PR-16457.md
prometheus_3,Prometheus_PR-17904_trim-native-histograms-operators,Prometheus_PR-17904_trim-native-histograms-operators,prometheus,prometheus,prometheus/prometheus,3,Prometheus,https://github.com/prometheus/prometheus/pull/17904,2026-02-24,d66944d856ca675d0eb826b058a93b1d7b07dc95,https://github.com/prometheus/prometheus/pull/17904,Prometheus_Issue-14651_PR-17904.md,Prometheus_Issue-14651_PR-17904.md
roslyn_1,Roslyn_simple-lambda-parameters-with-modifiers_PR-75400,Roslyn_simple-lambda-parameters-with-modifiers_PR-75400,roslyn,dotnet,dotnet/roslyn,1,Roslyn,https://github.com/dotnet/roslyn/pull/75400,2025-01-16,81afe9294c5f454462a9117f9221f67ac9d0b2d7,https://github.com/dotnet/csharplang/blob/main/proposals/csharp-14.0/simple-lambda-parameters-with-modifiers.md,Roslyn_simple-lambda-parameters-with-modifiers_PR-75400.md,Roslyn_simple-lambda-parameters-with-modifiers_PR-75400.md
ruff_1,Ruff_Issue-8368_Allow-override-of-configuration-options-via-the-CLI_PR-9599,Ruff_Issue-8368_Allow-override-of-configuration-options-via-the-CLI_PR-9599,ruff,astral-sh,astral-sh/ruff,1,Ruff,https://github.com/astral-sh/ruff/pull/9599,2024-02-09,b21ba71ef4b897cbb9e3c402f081887b650b6448,https://github.com/astral-sh/ruff/issues/8368,Ruff_Issue-8368_Allow-override-of-configuration-options-via-the-CLI_PR-9599.md,Ruff_Issue-8368_Allow-override-of-configuration-options-via-the-CLI_PR-9599.md
rust_1,Rust_RFC-3216-for-lifetime-binder_PR-98705,Rust_RFC-3216-for-lifetime-binder_PR-98705,rust,rust-lang,rust-lang/rust,1,Rust,https://github.com/rust-lang/rust/pull/98705,2022-07-14,1c7b36d4db582cb47513a6c7176baaec1c3346ab,https://github.com/rust-lang/rfcs/blob/master/text/3216-closure-lifetime-binder.md,Rust_3216-closure-lifetime-binder_PR-98705.md,Rust_3216-closure-lifetime-binder_PR-98705.md
rust_2,Rust_RFC-3624-supertrait-shadowing_PR-125782,Rust_RFC-3624-supertrait-shadowing_PR-125782,rust,rust-lang,rust-lang/rust,2,Rust,https://github.com/rust-lang/rust/pull/125782,2025-02-13,9fcc9cf4a202aadfe1f44722b39c83536eba3dba,https://github.com/rust-lang/rfcs/blob/master/text/3624-supertrait-item-shadowing.md,Rust_RFC-3624-supertrait-item-shadowing_PR-125782.md,Rust_RFC-3624-supertrait-item-shadowing_PR-125782.md
rust_3,Rust_RFC-3631-rustdoc-doc_cfg_PR-138907,Rust_RFC-3631-rustdoc-doc_cfg_PR-138907,rust,rust-lang,rust-lang/rust,3,Rust,https://github.com/rust-lang/rust/pull/138907,2025-09-27,959b450747f81e720be3a829665dd30e553e7fd7,https://github.com/rust-lang/rfcs/blob/master/text/3631-rustdoc-cfgs-handling.md,Rust_RFC-3631_rustdoc-cfgs-handling_PR-138907.md,Rust_RFC-3631_rustdoc-cfgs-handling_PR-138907.md
rust_4,Rust_RFC-3855-mitigation-enforcement_PR-149357,Rust_RFC-3855-mitigation-enforcement_PR-149357,rust,rust-lang,rust-lang/rust,4,Rust,https://github.com/rust-lang/rust/pull/149357,2026-04-14,17584a181979f04f2aaad867332c22db1caa511a,https://github.com/rust-lang/rfcs/blob/master/text/3855-mitigation-enforcement.md,Rust_RFC-3855-mitigation-enforcement_PR-149357.md,Rust_RFC-3855-mitigation-enforcement_PR-149357.md
scikit-learn_1,Scikit-learn_SLEP006_PR-24027,Scikit-learn_SLEP006_PR-24027,scikit-learn,scikit-learn,scikit-learn/scikit-learn,1,Scikit-learn,https://github.com/scikit-learn/scikit-learn/pull/24027,2023-06-02,849c2f10f56b908abd9abbbffca8941494cc0bb0,https://scikit-learn-enhancement-proposals.readthedocs.io/en/latest/slep006/proposal.html,Scikit-learn_SLEP006_PR-24027.md,Scikit-learn_SLEP006_PR-24027.md
TypeScript_1,TypeScript_Issue-47920_satisfies-operator-to-ensure-an-expression-matches-some-type-safe-upcast_PR-46827,TypeScript_Issue-47920_satisfies-operator-to-ensure-an-expression-matches-some-type-safe-upcast_PR-46827,TypeScript,microsoft,microsoft/TypeScript,1,TypeScript,https://github.com/microsoft/TypeScript/pull/46827,2022-08-26,07157914eb26a6e9abdcda7255c4094c9efff4cd,https://github.com/microsoft/TypeScript/issues/47920,TypeScript_Issue-47920_satisfies-operator-to-ensure-an-expression-matches-some-type-safe-upcast_PR-46827.md,TypeScript_Issue-47920_satisfies-operator-to-ensure-an-expression-matches-some-type-safe-upcast_PR-46827.md
TypeScript_2,TypeScript_PR-54505_Using-and-await-using-declarations,TypeScript_PR-54505_Using-and-await-using-declarations,TypeScript,microsoft,microsoft/TypeScript,2,TypeScript,https://github.com/microsoft/TypeScript/pull/54505,2023-06-22,d90eb0d731c3f74b131dcfafe69ef5341ed14934,https://github.com/tc39/proposal-explicit-resource-management,TypeScript_proposal-explicit-resource-management_PR-54505.md,TypeScript_proposal-explicit-resource-management_PR-54505.md
TypeScript_3,TypeScript_PR-58640_Arbitrary-Module-Namespace-Identifiers,TypeScript_PR-58640_Arbitrary-Module-Namespace-Identifiers,TypeScript,microsoft,microsoft/TypeScript,3,TypeScript,https://github.com/microsoft/TypeScript/pull/58640,2024-06-04,112e860602b2b46f7a1f179a8f6357f6e4db2370,https://github.com/tc39/ecma262/pull/2154,TypeScript_arbitrary-module-namespace-identifier-names_PR-58640.md,TypeScript_arbitrary-module-namespace-identifier-names_PR-58640.md
TypeScript_4,TypeScript_PR-60757_import-defer,TypeScript_PR-60757_import-defer,TypeScript,microsoft,microsoft/TypeScript,4,TypeScript,https://github.com/microsoft/TypeScript/pull/60757,2025-06-06,cd341998a98b71275d4b4d6f41c08d9d0eb75d93,https://github.com/microsoft/TypeScript/pull/60757,TypeScript_defer-import-eval_PR-60757.md,TypeScript_defer-import-eval_PR-60757.md
vitess_1,Vitess_PR-11456_viper-config-framework,Vitess_PR-11456_viper-config-framework,vitess,vitessio,vitessio/vitess,1,Vitess,https://github.com/vitessio/vitess/pull/11456,2023-05-25,0c704233069d6aa2a7ebc989235a08713ba0b4e6,https://github.com/vitessio/vitess/pull/11456,Vitess_Issue-11788_phase-4-Viper-Framework_PR-11456.md,Vitess_Issue-11788_phase-4-Viper-Framework_PR-11456.md
